timestamp,open,high,low,close,volume,vwap,transactions
1735794000000,156.42,156.81,152.295,153.28,314782,153.8698,11701
1735880400000,153.5,159.165,151.17,158.68,527498,157.0851,12924
1736139600000,160.33,164.15,157.94,158.97,779786,160.2543,15663
1736226000000,159.43,160.87,155.08,156.18,396330,156.426,10063
1736312400000,153.38,155.61,152.4001,155.19,374108,154.6078,10654
1736485200000,152.87,153.56,147.42,149.23,573741,149.0392,14439
1736744400000,148.14,152.97,148.14,151.8,588230,151.3625,13013
1736830800000,153.72,157.04,152.645,155.41,437922,154.8617,12607
1736917200000,160.36,161.5,156.545,157.35,360694,158.2511,10188
1737003600000,156.4,159.35,155.79,158.46,302549,158.0884,9921
1737090000000,160.75,160.75,156.07,156.5,462433,157.2153,12518
1737435600000,158.16,162.48,157.12,162.06,386345,161.256,11256
1737522000000,163.2,164.62,161.67,162.15,395381,162.7333,10602
1737608400000,161.43,167.42,160.545,167.1,463053,165.7556,12625
1737694800000,167.27,167.775,164.21,165.44,338670,165.7803,10034
1737954000000,163.84,163.84,159.3,162.92,524521,162.248,14191
1738040400000,162.29,163,157.86,160.83,339871,160.385,11426
1738126800000,160.99,162.84,159.7,160.69,207701,160.8818,8287
1738213200000,163.44,165.4,160.92,163.05,445325,163.5295,14473
1738299600000,163.38,163.38,157.07,158.73,1225930.0,159.3201,24559
1738558800000,149.23,154.8869,148.74,151.88,863072,152.3253,20611
1738645200000,156.56,157.05,153.88,154.89,671632,155.0614,15622
1738731600000,154.45,155.895,152.87,155.07,709161,154.9736,14846
1738818000000,152,152,142.1,142.87,1375408.0,145.4702,27110
1738904400000,143.75,144.09,138.1,139.04,920670,139.6842,19646
1739163600000,140.12,140.5899,136.16,136.5,743350,137.0743,16678
1739250000000,135,136.92,134.46,135.62,635044,135.7193,13981
1739336400000,132.08,139.39,131.3,138.38,1310892.0,136.9121,22024
1739422800000,138.5,138.95,136.3,136.41,507773,137.0223,14285
1739509200000,137.85,141.135,136.91,137.17,689960,138.7853,17425
1739854800000,137.54,138.0385,133.75,136.5,557324,136.2413,16585
1739941200000,135,136.71,134.29,135.97,544030,135.7379,12590
1740027600000,136.19,136.19,133.67,136.05,466358,135.3391,10014
1740114000000,137.16,137.16,132.84,134.65,1022842.0,134.3015,19457
1740373200000,135,135.45,132.105,133.37,768381,133.5923,15963
1740459600000,133.01,134.04,128.95,133.16,808680,131.968,13169
1740546000000,134.35,136.27,133.24,134.49,458685,134.6109,9863
1740632400000,134.35,134.35,129.26,129.94,714360,130.6876,16396
1740718800000,130,130.79,127.67,129.4,739771,129.3454,12609
1740978000000,131,132.05,121.53,123.71,640590,125.2956,15508
1741064400000,120.5,123.07,117.185,120.01,878853,119.9346,17176
1741150800000,121.53,124.69,120.17,124.02,610596,123.2189,14075
1741237200000,122.1,125.6375,120.87,123.59,557218,123.3045,14165
1741323600000,122.97,124.12,119.51,122.62,487551,122.1545,13873
