timestamp,open,high,low,close,volume,vwap,transactions
1735794000000,1,1.07,1,1.06,1432,1.0349,36
1735880400000,1.025,1.05,0.9801,1.017944,1909,1.0296,26
1736139600000,1.02,1.08,0.951,1.01,17547,1.0273,188
1736226000000,1.01,1.08,1,1.06,12538,1.048,140
1736312400000,1.05,1.0599,0.98,1.01,17504,1.0696,218
1736485200000,0.98,1,0.976,1,2829,1.0104,73
1736744400000,0.99,1.04,0.9699,1.01,12007,1.0028,209
1736830800000,1.05,1.1699,1.05,1.0899,20405,1.1093,190
1736917200000,1.13,1.2399,1.1,1.1495,30929,1.1601,278
1737003600000,1.14,1.14,1.1123,1.1358,5290,1.131,71
1737090000000,1.1367,1.14,1.0999,1.14,10433,1.1184,126
1737435600000,1.1445,1.15,1.1,1.1199,11511,1.13,82
1737522000000,1.1101,1.1101,1.0544,1.0998,4980,1.0891,70
1737608400000,1.1318,1.1486,1.09,1.1235,8606,1.1096,97
1737694800000,1.1388,1.1494,1.101086,1.1358,33093,1.0683,107
1737954000000,1.0829,1.1499,1.0829,1.1395,16167,1.1179,98
1738040400000,1.1352,1.1395,1.095,1.139,6246,1.127,61
1738126800000,1.14,1.18,1.0801,1.16,54279,1.1431,301
1738213200000,1.17,1.179,1.08,1.16,17783,1.1497,138
1738299600000,1.17,1.17,1.09,1.16,13305,1.1188,69
1738558800000,1.12,1.1496,1.08,1.1394,8551,1.0957,62
1738645200000,1.1505,1.1505,1.09,1.1412,4267,1.1201,44
1738731600000,1.07,1.2599,1.07,1.2299,132386,1.2002,839
1738818000000,1.23,1.25,1.125,1.19,69526,1.2091,436
1738904400000,1.16,1.2,1.1501,1.1799,3796,1.1714,63
1739163600000,1.18,1.1999,1.1169,1.149,22270,1.1653,105
1739250000000,1.136,1.16,1.09,1.1298,32764,1.123,185
1739336400000,1.16,1.17,1.05,1.1698,23227,1.1276,166
1739422800000,1.1,1.1999,1.1,1.17,19642,1.1641,167
1739509200000,1.15,1.24,1.15,1.2295,70698,1.2123,380
1739854800000,1.22,1.239,1.12,1.2195,112555,1.1843,714
1739941200000,1.19,1.22,1.17,1.2149,30682,1.1969,281
1740027600000,1.2012,1.2597,1.19,1.25,67755,1.223,330
1740114000000,1.25,1.27,1.13,1.14,180614,1.1965,647
1740373200000,1.12,1.24,1.01,1.0198,70828,1.1174,333
1740459600000,1.02,1.1,0.9796,1.0623,33902,1.0161,213
1740546000000,1.04,1.05,1.03,1.0493,2943,1.0457,66
1740632400000,1.05,1.08,1.03,1.0597,37407,1.0496,253
1740718800000,1.03,1.11,1.03,1.1,34461,1.0634,215
1740978000000,1.02,1.08,1.01,1.0498,120974,1.0427,684
1741064400000,1.02,1.15,1.002,1.1381,51438,1.0906,279
1741150800000,1.14,1.2995,1.05,1.05,94919,1.1302,344
