timestamp,open,high,low,close,volume,vwap,transactions
1735794000000,19.03,19.65,19.03,19.65,9909,19.4503,94
1735880400000,19.42,19.74,19.42,19.71,9175,19.6584,88
1736139600000,19.68,19.95,19.57,19.692,7315,19.7596,85
1736226000000,19.705,19.8054,19.58,19.78,3223,19.7149,36
1736312400000,19.8299,19.99,19.7047,19.99,10958,19.8578,149
1736485200000,19.87,20.05,19.62,19.85,8527,19.8313,145
1736744400000,19.62,19.84,19.6,19.84,4920,19.7414,86
1736830800000,20,20,19.7255,19.9,4712,19.8765,56
1736917200000,20.1,20.13,19.98,19.98,2557,20.0685,64
1737003600000,20.1144,20.39,19.796,20.37,10338,20.1129,99
1737090000000,20.4999,20.4999,20.2,20.35,3953,20.2936,66
1737435600000,20.45,20.47,20.1,20.42,2704,20.3468,41
1737522000000,20.206,20.42,20.14,20.411,1912,20.3008,43
1737608400000,20.15,20.48,20.1275,20.44,1331,20.353,39
1737694800000,20.5,20.73,20.48,20.55,4468,20.5592,91
1737954000000,20.54,20.6948,20.315,20.59,4657,20.5226,68
1738040400000,20.7,20.7,20.6,20.6,1270,20.6373,32
1738213200000,20.57,20.6,20.5,20.6,1473,20.5602,42
1738299600000,20.47,20.6,19.55,19.62,84555,19.7495,681
1738558800000,19.69,19.9653,19.46,19.46,15230,19.6768,160
1738645200000,19.4,19.68,19.4,19.6677,4847,19.5301,64
1738731600000,19.72,19.97,19.72,19.8559,5514,19.8245,116
1738818000000,19.44,19.74,19.44,19.45,8491,19.5888,126
1738904400000,19.31,19.46,19.07,19.45,6051,19.3079,117
1739163600000,19.13,19.4999,19.13,19.2,7855,19.2737,118
1739250000000,19.19,19.5072,18.99,19.4,5458,19.1556,93
1739336400000,19.06,19.4,18.9,19.07,10037,19.0718,157
1739422800000,19.1,19.25,19,19.11,6976,19.1423,75
1739509200000,19.27,19.2815,19.0801,19.2054,4691,19.1582,66
1739854800000,19.2902,19.3,19.08,19.08,6537,19.1359,93
1739941200000,19.17,19.28,18.96,19.1795,4378,19.1131,75
1740027600000,19.04,19.16,19,19.01,8817,19.0545,112
1740114000000,18.98,19.081,18.85,19.081,7797,18.9818,99
1740373200000,19.09,19.14,19.0527,19.08,2565,19.0937,51
1740459600000,19.12,19.33,19.05,19.33,6155,19.1579,70
1740546000000,19.37,19.37,19.2,19.33,1906,19.2371,31
1740632400000,19.15,19.58,18.95,19.4,8642,19.3754,94
1740718800000,19.4,19.6199,19.32,19.32,4450,19.4461,46
1740978000000,19.44,19.6,19.05,19.4,7887,19.3365,77
1741064400000,19.48,19.48,19.126,19.29,3270,19.3235,50
1741150800000,19.52,19.5799,19.0922,19.5799,2600,19.3831,26
1741237200000,19.4072,19.4072,19.4072,19.4072,207,19.3787,5
1741323600000,19.395,19.5171,19.32,19.4285,6497,19.42,51
1741579200000,19.2,19.48,19.2,19.24,6885,19.3262,82
1741665600000,19.29,19.39,19.1101,19.27,5035,19.2728,55
1741752000000,19.25,19.31,19.25,19.31,1050,19.2313,33
1741838400000,19.28,19.5,19.28,19.37,2654,19.3703,43
1741924800000,19.47,19.47,19.32,19.4,8029,19.4162,57
1742184000000,19.65,19.65,19.25,19.55,6647,19.345,38
1742270400000,19.36,19.48,19.36,19.48,1070,19.3602,22
1742356800000,19.37,19.57,19.28,19.48,3586,19.3988,61
1742443200000,19.32,19.6288,19.32,19.6288,476,19.4789,13
