timestamp,open,high,low,close,volume,vwap,transactions
1735794000000,45.87,48.195,45.82,47.15,285178,47.194,6837
1735880400000,47.39,48.9,46.72,47.77,248646,47.6056,6168
1736139600000,47.63,50.1,47.525,48.29,395983,48.5908,8479
1736226000000,48.39,50.56,48.39,49.57,307715,49.5138,7840
1736312400000,49.4,49.57,47.8,49.21,453119,48.8992,9856
1736485200000,47.61,48.34,39.07,41.05,1366016.0,41.705,25128
1736744400000,41,41.03,38.79,40.91,552595,40.1263,10884
1736830800000,41.24,41.24,38.76,39.34,770599,39.4439,10916
1736917200000,40.53,42.98,39.83,40.46,511115,40.7841,12501
1737003600000,40.46,40.46,36.48,36.7,1032507.0,37.6925,14721
1737090000000,37.25,37.96,36.595,37.06,452012,37.2251,9066
1737435600000,37.69,39.67,37.64,39.46,601479,39.0229,9838
1737522000000,39.47,40.27,38.32,38.92,601331,38.9606,8207
1737608400000,38.63,40.745,37.595,40.21,446822,39.6999,11037
1737694800000,40.31,41.68,39,40.28,437756,40.1977,10385
1737954000000,39.77,41.94,39.73,40.22,414846,40.3462,8713
1738040400000,40.24,40.67,39.37,40.13,517410,40.0683,8222
1738126800000,40.02,41.19,39.86,40.32,296421,40.4342,7184
1738213200000,40.84,43.02,40.17,42.5,491657,42.3117,9711
1738299600000,42.68,44.01,40.96,41.36,347088,42.1224,6474
1738558800000,40.15,42.49,39.93,40.37,685884,40.7286,8751
1738645200000,40.29,41.34,39.6291,40.48,264593,40.4447,5458
1738731600000,40.43,41.4675,39.87,41.33,387556,41.0689,8380
1738818000000,41.34,41.82,40.42,41.64,421782,41.3875,7697
1738904400000,41.68,42.14,39.29,39.72,385519,40.0232,6964
1739163600000,39.86,40.0499,38.95,39.35,545551,39.3991,6139
1739250000000,39.03,39.195,34.22,34.49,1195598.0,35.4904,14787
1739336400000,33.81,35.59,33.725,35.5,456181,34.6578,9990
1739422800000,35.98,36.62,35.22,36.26,299712,36.0424,6377
1739509200000,36.48,37.42,36.271,36.54,318577,36.666,6624
1739854800000,36.75,37.22,34.62,34.93,619644,35.384,9996
1739941200000,34.63,35.1861,32.47,33.92,851309,33.8464,12983
