timestamp,open,high,low,close,volume,vwap,transactions
1746072000000,0.18,0.19,0.1,0.1101,56252,0.157,88
1746158400000,0.0452,0.2,0.0452,0.101,3940,0.0932,23
1746417600000,0.1008,0.13,0.1,0.13,2759,0.1041,18
1746504000000,0.14,0.195,0.14,0.1925,2865,0.1711,27
1746763200000,0.1015,0.1861,0.0604,0.0701,51637,0.0863,74
1747108800000,0.1031,0.1031,0.0832,0.0832,373,0.0941,7
1747195200000,0.1475,0.15,0.1,0.1,15096,0.1245,39
1747281600000,0.07,0.1,0.07,0.0999,1903,0.0928,18
1747627200000,0.085,0.085,0.07,0.07,619,0.0753,9
1747713600000,0.0878,0.0999,0.0875,0.08995,7086,0.089,36
1747800000000,0.0756,0.0999,0.0511,0.07,87683,0.0636,140
1747886400000,0.0731,0.09,0.0551,0.08,38072,0.0861,130
1747972800000,0.0896,0.1,0.0819,0.08215,43102,0.0936,58
1748318400000,0.0822,0.0999,0.07,0.0851,9996,0.0759,30
1748404800000,0.085,0.09,0.085,0.085,8915,0.0855,10
1748491200000,0.07732,0.08,0.07732,0.08,100200,0.08,2
1748577600000,0.09,0.09,0.09,0.09,1181,0.09,6
1748923200000,0.0999,0.0999,0.0999,0.0999,1000,0.0999,4
1749009600000,0.085049,0.1401,0.085049,0.14,787007,0.2792,1606
1749096000000,0.43,0.4439,0.24,0.4,1149956.0,0.3396,2185
1749182400000,0.33,0.41,0.26,0.38,95154,0.3605,372
1749441600000,0.321,0.3999,0.2715,0.3425,45307,0.3549,155
1749528000000,0.4,0.4,0.322,0.35,10037,0.3638,57
1749614400000,0.379899,0.379899,0.1601,0.1621,166651,0.2075,261
1749700800000,0.17,0.4,0.122,0.3147,229795,0.3186,485
1749787200000,0.26,0.375,0.2501,0.2737,41075,0.3002,108
1750046400000,0.3575,0.3974,0.23,0.2838,55571,0.3138,177
1750132800000,0.2695,0.2975,0.1925,0.28,16992,0.2713,55
1750219200000,0.26,0.35,0.182001,0.28,34622,0.2689,142
1750392000000,0.2777,0.369999,0.261,0.3,133972,0.324,280
1750651200000,0.2899,0.39999,0.282,0.33,286213,0.3347,648
1750737600000,0.3995,0.449999,0.34,0.39,625283,0.3779,1485
1750824000000,0.4591,0.47,0.33001,0.3527,241991,0.4153,489
1750910400000,0.4037,0.4068,0.36,0.36,68234,0.3685,151
1750996800000,0.378751,0.38875,0.1612,0.175,343902,0.3056,559
1751256000000,0.1751,0.249,0.1751,0.2399,96221,0.2321,76
1751342400000,0.2396,0.2399,0.1912,0.239,18952,0.2261,50
1751428800000,0.239,0.239,0.159,0.1601,199570,0.1809,211
1751515200000,0.18,0.207001,0.18,0.19,93855,0.1813,102
1751860800000,0.2085,0.227,0.1995,0.2138,50599,0.2128,243
1751947200000,0.2005,0.2025,0.1501,0.1501,49069,0.1743,76
1752033600000,0.1601,0.171499,0.1395,0.1395,22366,0.147,50
1752120000000,0.14,0.25,0.1336,0.1811,51025,0.1939,103
1752206400000,0.2038,0.2038,0.1412,0.1412,45385,0.1555,140
1752465600000,0.141,0.1572,0.141,0.1572,1400,0.1468,2
1752552000000,0.1574,0.18,0.1573,0.1574,18786,0.1617,22
1752638400000,0.150101,0.1692,0.15,0.15,6804,0.1642,14
1752724800000,0.144,0.166,0.14,0.166,8528,0.1592,13
1752811200000,0.154198,0.154198,0.1301,0.1301,547,0.1411,4
1753070400000,0.1304,0.1569,0.1304,0.1475,7150,0.1388,15
1753156800000,0.1545,0.289101,0.135,0.2208,157094,0.2156,164
1753243200000,0.175,0.2775,0.175,0.2775,23466,0.2182,63
1753329600000,0.3045,0.3315,0.2602,0.32,109832,0.2953,186
1753416000000,0.2535,0.377499,0.2535,0.3482,7260,0.3263,17
1753675200000,0.3121,0.3121,0.28,0.3,5577,0.2944,10
1753761600000,0.2996,0.3,0.2619,0.2619,6950,0.2813,15
1753848000000,0.2619,0.280949,0.24,0.24,4458,0.2632,12
