timestamp,open,high,low,close,volume,vwap,transactions
1735880400000,0.0752,0.0752,0.0752,0.0752,200,0.0752,2
1736139600000,0.0752,0.0753,0.0752,0.0753,230,0.0753,6
1736312400000,0.1,0.1,0.08,0.08,529,0.0862,5
1736485200000,0.1,0.1,0.1,0.1,102,0.0997,2
1736744400000,0.09,0.09,0.09,0.09,200,0.09,2
1736830800000,0.0918,0.0918,0.0918,0.0918,1580,0.0918,2
1737003600000,0.078,0.078,0.075,0.075,35610,0.0752,43
1737435600000,0.0772,0.0772,0.0752,0.0752,1100,0.077,3
1737694800000,0.0755,0.0755,0.0755,0.0755,1515,0.0755,1
1737954000000,0.0802,0.1196,0.0802,0.1196,36420,0.0805,23
1738558800000,0.1198,0.1388,0.1022,0.1388,3818,0.1269,32
1738645200000,0.1392,0.1392,0.1202,0.1202,21535,0.1343,16
1738731600000,0.14,0.14,0.14,0.14,3459,0.1398,21
1739250000000,0.1135,0.1135,0.1135,0.1135,2501,0.1135,2
1739422800000,0.1429,0.1429,0.1429,0.1429,100,0.1429,1
1739509200000,0.1213,0.1213,0.12,0.12,362,0.1207,4
1739854800000,0.1151,0.1251,0.1072,0.1251,208651,0.1249,38
1739941200000,0.13,0.14,0.1201,0.1201,14224,0.1284,46
1740027600000,0.135,0.135,0.135,0.135,504,0.135,1
1740114000000,0.132449,0.13245,0.12,0.12,13891,0.1246,54
1740373200000,0.1449,0.1509,0.125,0.1449,2900,0.1444,22
1740459600000,0.1324,0.132449,0.12,0.132449,3227,0.1278,22
1740632400000,0.1521,0.17,0.1213,0.1213,19271,0.1339,96
1740718800000,0.1602,0.18,0.12,0.1201,103300,0.1369,347
1740978000000,0.1275,0.1275,0.12,0.1201,31590,0.1203,42
1741064400000,0.1679,0.1679,0.1679,0.1679,304,0.1602,4
1741237200000,0.1668,0.169793,0.1668,0.169793,1904,0.1695,6
1741323600000,0.1,0.18,0.1,0.18,6300,0.1667,52
1742184000000,0.1613,0.1613,0.144,0.144,1647,0.1488,34
1742270400000,0.1582,0.1683,0.1213,0.147,1127,0.1436,23
1742356800000,0.1693,0.1693,0.1328,0.1328,2125,0.1437,30
1742788800000,0.169,0.18,0.1442,0.1697,2020,0.1626,26
1742875200000,0.18,0.18,0.1279,0.154203,7710,0.1667,64
1742961600000,0.174,0.18,0.1594,0.17,2032,0.1739,20
1743134400000,0.18,0.18,0.18,0.18,1098,0.18,11
1743566400000,0.1476,0.1476,0.1476,0.1476,1500,0.1476,1
1744257600000,0.1399,0.1399,0.13,0.1399,409,0.1381,5
1744344000000,0.1399,0.1399,0.1399,0.1399,125,0.1379,2
1745294400000,0.1382,0.1382,0.1382,0.1382,300,0.1382,3
1745985600000,0.1382,0.1382,0.1382,0.1382,200,0.1382,2
1746676800000,0.1382,0.1382,0.1382,0.1382,200,0.1382,2
1747368000000,0.1279,0.1279,0.1279,0.1279,200,0.1279,2
1748318400000,0.128,0.128,0.1279,0.128,950,0.1279,10
1749009600000,0.1308,0.1319,0.1279,0.1306,700,0.1295,7
1749441600000,0.1382,0.1382,0.0979,0.12,162169,0.119,204
1750132800000,0.1143,0.1143,0.1143,0.1143,100,0.1143,1
1750910400000,0.1143,0.1143,0.1142,0.1142,713,0.1143,8
1751428800000,0.1142,0.1142,0.1142,0.1142,100,0.1142,1
1752206400000,0.1071,0.1071,0.1,0.1,600,0.1024,3
