timestamp,open,high,low,close,volume,vwap,transactions
1741064400000,22.05,23.36,21.73,22.9499,1566,22.8038,38
1741150800000,23.6301,23.65,23.12,23.6324,1619,23.5603,46
1741237200000,23.38,23.38,22.15,22.253,11615,22.7527,33
1741323600000,23.21,23.3565,22.42,23.3565,887,22.9357,19
1741579200000,20.9145,21.04,17.57,17.8344,1756,19.746,41
1741665600000,17.01,17.23,16.76,17.23,908,17.0225,23
1741752000000,18.61,18.81,17.97,18.0957,5889,18.1429,52
1741838400000,18.47,18.6077,16.4423,16.4423,11039,17.914,114
1741924800000,17.75,18.23,17.621,18.1571,1771,17.6138,42
1742184000000,19.1,19.1,18.23,18.746,7118,18.4824,96
1742270400000,17.7,17.944,17.7,17.8999,4191,17.8961,61
1742356800000,18.92,21.305,18.68,18.89,10736,19.8526,120
1742443200000,18.49,18.63,17.7066,17.7066,6260,18.2416,76
1742529600000,17.45,18.06,17.28,18.0223,13605,17.8014,65
1742788800000,18.85,19.3898,18.7,19.3898,2689,19.4798,61
1742875200000,22.23,24.42,21.5,22.741,22638,22.844,376
1742961600000,21.19,21.49,18.78,18.9341,13869,20.3416,211
1743048000000,18.44,19,17.8095,17.8095,1944,18.5672,69
1743134400000,17.31,17.55,16.219,16.79,11422,16.928,139
1743393600000,14.8,16.3566,14.8,16.3566,5065,15.4158,85
1743480000000,16.09,18.26,16.09,17.52,17655,17.5478,125
1743566400000,14.08,16.57,14.08,15.0013,15187,15.3997,195
1743652800000,13.855,14.55,13.74,14.3325,7892,14.1007,111
1743739200000,12.97,13.0415,11.46,12.1584,6119,12.3754,89
1743998400000,10.25,12.95,10.25,12.5283,75425,11.7237,146
1744084800000,13.6398,13.6398,11.4681,11.4681,6502,13.1511,101
1744171200000,12.34,16.78,12.34,16.53,59155,15.0888,641
1744257600000,17.22,17.92,13.55,14.16,53176,15.7517,706
1744344000000,14.4,14.51,13.81,14.19,21197,14.1656,337
1744603200000,14.76,14.825,13.545,14.23,13999,14.1448,166
1744689600000,13.96,15.92,13.96,15.84,17291,15.2456,229
1744776000000,14.99,16.55,14.72,15.415,12026,15.6531,216
1744862400000,16.12,20,16.12,19,85521,18.3891,610
1745208000000,17.915,19.715,16.88,19.64,16824,17.7194,288
1745294400000,20.12,23.31,19.94,21.73,39216,21.962,385
1745380800000,24.08,27.319,23.58,27.09,36717,25.4451,530
1745467200000,26.31,27.12,24.86,26.2007,27509,26.0386,384
1745553600000,25.86,28.17,25.42,26.05,40167,26.2317,353
1745812800000,26.66,26.66,24.6,25.4964,6239,25.4829,197
1745899200000,25.62,25.62,23.441,23.82,10953,24.3651,243
1745985600000,21.7,22.9443,20.59,22.9443,21507,21.4966,220
1746072000000,23.41,23.89,23.06,23.17,4894,23.5268,95
1746158400000,23.55,25.4,23.55,24.49,13284,24.6888,243
1746417600000,23.68,23.68,22.1101,22.2057,7289,23.0897,117
1746504000000,21.23,21.67,21.23,21.4515,3879,21.4071,96
1746590400000,22.28,22.579,21.45,22.1046,10386,22.0383,131
1746676800000,23,24.41,22.9768,23.8043,16149,23.7735,342
1746763200000,24.87,24.87,23.1711,23.1711,10657,24.1574,259
1747022400000,26.48,26.48,24.09,24.5981,5954,25.2832,146
1747108800000,24.98,25.855,24.84,25.855,10886,25.1962,123
1747195200000,27.25,28.39,25.35,25.35,14015,26.2921,178
1747281600000,24.77,24.77,22.744,23.27,13904,23.3389,168
1747368000000,23.84,24.85,23.5,24.4032,11927,24.1461,166
1747627200000,22.91,23.78,22.82,23.4048,5543,23.4371,222
1747713600000,23.0201,23.28,22.22,22.7885,7005,23.0863,120
1747800000000,22.66,23.34,21.8158,22.1614,4654,22.322,89
1747886400000,22.9,23.15,22.26,22.3799,10574,22.7806,102
1747972800000,22.38,24.41,21.7,24.307,20435,22.48,289
1748318400000,26.35,26.65,18.5,19.2303,375726,21.3274,4161
1748404800000,20.18,20.68,16.599,16.68,311347,18.5885,2896
1748491200000,17.14,17.67,15.229,15.72,205439,16.4055,1986
1748577600000,15.34,17.79,14.291,16.35,565484,16.4327,3955
1748836800000,16.38,16.4498,15.39,16.1843,274049,15.9496,1798
1748923200000,17.26,17.79,16.21,17.07,290975,17.0058,1757
1749009600000,17.29,17.68,16.54,17.08,133547,17.0788,885
1749096000000,16.725,16.92,13.8415,14.35,310387,15.3951,1997
1749182400000,14.5,15.7799,14.5,15.32,137821,15.1449,952
1749441600000,15.58,16.41,15.14,15.84,205074,15.3898,1038
1749528000000,16.1,16.19,15.1618,15.33,208606,15.6925,1071
1749614400000,15.62,16,14.73,14.81,108482,15.2251,855
1749700800000,14.54,14.55,13.7901,13.87,194904,14.0981,1438
1749787200000,13.32,14.34,13,13.29,116708,13.496,946
1750046400000,13.71,13.71,12,12.12,356065,12.6501,2651
1750132800000,12.16,12.529,11.7519,11.83,200129,12.2251,1169
1750219200000,11.79,12.34,11.63,11.89,122974,11.9624,686
1750392000000,11.98,11.98,10.87,10.92,197705,11.3546,1420
1750651200000,11.92,11.92,10.51,11.01,443557,11.4021,2412
1750737600000,11.57,11.9,11.23,11.4,245880,11.447,1501
1750824000000,11.6,11.98,10.78,10.8,230274,11.3624,1500
1750910400000,10.96,10.96,10.15,10.81,325403,10.5929,2216
1750996800000,10.91,11.2194,10.01,10.32,255719,10.5045,1511
1751256000000,10.5,11.09,10.39,11.06,169990,10.6715,1014
1751342400000,10.78,11.35,10.365,10.65,221049,10.9033,1090
1751428800000,10.8,11.279,10.8,11.14,146263,11.1054,914
1751515200000,11.36,12.29,11.2,12.08,324712,11.8144,1773
1751860800000,11.94,12.9499,11.43,11.75,436031,12.113,2026
1751947200000,12.63,13.2,11.89,12.42,273936,12.3819,1737
1752033600000,12.54,12.7,11.5,12.14,227245,11.9622,1648
1752120000000,12.14,12.2399,11.841,11.99,160670,11.9806,1029
1752206400000,11.79,11.94,11.16,11.36,158618,11.47,1330
1752465600000,11.24,11.3292,10.87,11.11,224841,11.0896,1475
1752552000000,11.03,11.44,10.66,10.72,227857,11.0513,1673
1752638400000,10.8,11.85,10.77,11.82,432947,11.2702,2296
1752724800000,11.89,12.26,11.5,12.26,326475,11.7864,1852
1752811200000,12.09,12.55,11.425,11.5,276699,11.7921,1770
1753070400000,13.18,13.53,12.0401,12.2,1181238.0,12.7528,6502
1753156800000,12.95,14.2,12.36,12.94,788003,12.9814,3989
1753243200000,13.06,13.25,11.85,12.57,389593,12.5948,1985
1753329600000,12.31,12.51,11.549,11.93,396926,11.9427,2204
1753416000000,11.65,12.22,11.64,11.95,145251,11.9068,718
1753675200000,12.07,12.07,11.4212,11.51,193456,11.7171,1039
1753761600000,11.3,11.3,10.3,10.32,338768,10.6716,2294
1753848000000,10.36,10.5283,9.98,10.22,221667,10.2325,1128
1753934400000,10.2,10.48,9.86,10.01,186891,10.1773,1195
1754020800000,9.55,9.57,9.14,9.15,220874,9.3569,1166
